Site, Member, Distance, Distance_Value, Duration, Duration_value
6,82,8.4 mi,1305,22 mins,1305
6,83,12.6 mi,1757,29 mins,1757
6,84,3.5 mi,1244,21 mins,1244
6,85,7.8 mi,1317,22 mins,1317
6,86,14.6 mi,1868,31 mins,1868
6,87,9.6 mi,1684,28 mins,1684
6,88,2.6 mi,912,15 mins,912
6,89,29.6 mi,2719,45 mins,2719
6,90,5.0 mi,986,16 mins,986
6,91,13.3 mi,1852,31 mins,1852
6,92,11.2 mi,1936,32 mins,1936
6,93,6.8 mi,1219,20 mins,1219
6,94,11.5 mi,1814,30 mins,1814
6,95,2.9 mi,892,15 mins,892
6,96,10.4 mi,1593,27 mins,1593
6,97,11.3 mi,1930,32 mins,1930
6,98,28.0 mi,2594,43 mins,2594
6,99,4.8 mi,1424,24 mins,1424
6,100,11.4 mi,1908,32 mins,1908
6,101,3.2 mi,1068,18 mins,1068
6,102,2.0 mi,793,13 mins,793
6,103,15.3 mi,2103,35 mins,2103
6,104,27.7 mi,3198,53 mins,3198
6,105,2.9 mi,945,16 mins,945
6,106,10.9 mi,1669,28 mins,1669
6,107,12.0 mi,1936,32 mins,1936
6,108,1.9 mi,543,9 mins,543
6,109,9.8 mi,1501,25 mins,1501
6,110,3.6 mi,1256,21 mins,1256
7,1,15.1 mi,2687,45 mins,2687
7,2,13.4 mi,2027,34 mins,2027
7,3,2.0 mi,628,10 mins,628
7,4,22.0 mi,2690,45 mins,2690
7,5,19.6 mi,2714,45 mins,2714
7,6,10.8 mi,2168,36 mins,2168
7,7,13.8 mi,2143,36 mins,2143
7,8,13.2 mi,2092,35 mins,2092
7,9,20.3 mi,2549,42 mins,2549
7,10,0.5 mi,158,3 mins,158
7,11,49.7 mi,4453,1 hour 14 mins,4453
7,12,9.8 mi,1568,26 mins,1568
7,13,2.4 mi,835,14 mins,835
7,14,4.9 mi,1571,26 mins,1571
7,15,14.1 mi,2632,44 mins,2632
7,16,10.0 mi,1699,28 mins,1699
7,17,21.2 mi,2513,42 mins,2513
7,18,15.0 mi,1962,33 mins,1962
7,19,8.4 mi,1345,22 mins,1345
7,20,17.6 mi,2428,40 mins,2428
7,21,22.3 mi,2828,47 mins,2828
7,22,17.5 mi,2088,35 mins,2088
7,23,6.9 mi,1296,22 mins,1296
7,24,16.7 mi,2840,47 mins,2840
7,25,12.7 mi,2110,35 mins,2110
7,26,11.5 mi,1654,28 mins,1654
7,27,13.6 mi,2403,40 mins,2403
7,28,20.2 mi,2566,43 mins,2566
7,29,22.0 mi,2662,44 mins,2662
7,30,5.4 mi,1561,26 mins,1561
7,31,15.7 mi,1935,32 mins,1935
7,32,15.1 mi,2675,45 mins,2675
7,33,5.2 mi,1500,25 mins,1500
7,34,16.1 mi,2216,37 mins,2216
7,35,5.4 mi,1583,26 mins,1583
7,36,18.7 mi,2505,42 mins,2505
7,37,43.1 mi,3900,1 hour 5 mins,3900
7,38,7.3 mi,2053,34 mins,2053
7,39,2.8 mi,927,15 mins,927
7,40,19.1 mi,2130,36 mins,2130
7,41,29.0 mi,2703,45 mins,2703
7,42,20.3 mi,2683,45 mins,2683
7,43,28.3 mi,2665,44 mins,2665
7,44,11.2 mi,2185,36 mins,2185
7,45,5.5 mi,1374,23 mins,1374
7,46,16.0 mi,2867,48 mins,2867
7,47,14.3 mi,2727,45 mins,2727
7,48,25.2 mi,3090,52 mins,3090
7,49,14.3 mi,2317,39 mins,2317
7,50,16.3 mi,2071,35 mins,2071
7,51,13.2 mi,2106,35 mins,2106
7,52,15.9 mi,2143,36 mins,2143
7,53,10.8 mi,1643,27 mins,1643
7,54,2.9 mi,830,14 mins,830
7,55,21.1 mi,2668,44 mins,2668
7,56,34.6 mi,3382,56 mins,3382
7,57,13.7 mi,1983,33 mins,1983
7,58,12.6 mi,2505,42 mins,2505
7,59,45.2 mi,3559,59 mins,3559
7,60,15.3 mi,2051,34 mins,2051
7,61,3.8 mi,1304,22 mins,1304
7,62,12.7 mi,1934,32 mins,1934
7,63,5.8 mi,1552,26 mins,1552
7,64,17.0 mi,2349,39 mins,2349
7,65,26.8 mi,3223,54 mins,3223
7,66,24.1 mi,2918,49 mins,2918
7,67,16.4 mi,2785,46 mins,2785
7,68,15.7 mi,1960,33 mins,1960
7,69,21.1 mi,2668,44 mins,2668
7,70,10.2 mi,2015,34 mins,2015
7,71,6.6 mi,1809,30 mins,1809
7,72,16.6 mi,2350,39 mins,2350
7,73,19.6 mi,2375,40 mins,2375
7,74,13.6 mi,2569,43 mins,2569
7,75,15.9 mi,2157,36 mins,2157
7,76,4.8 mi,1135,19 mins,1135
7,77,6.5 mi,1829,30 mins,1829
7,78,14.1 mi,1901,32 mins,1901
7,79,29.0 mi,3232,54 mins,3232
7,80,11.0 mi,2096,35 mins,2096
7,81,17.1 mi,2281,38 mins,2281
7,82,2.9 mi,830,14 mins,830
7,83,20.7 mi,2689,45 mins,2689
7,84,5.8 mi,1752,29 mins,1752
7,85,14.6 mi,1941,32 mins,1941
7,86,1.4 mi,493,8 mins,493
7,87,2.4 mi,769,13 mins,769
7,88,13.2 mi,2364,39 mins,2364
7,89,40.8 mi,3481,58 mins,3481
7,90,14.9 mi,2028,34 mins,2028
7,91,21.0 mi,2704,45 mins,2704
7,92,1.1 mi,337,6 mins,337
7,93,16.6 mi,2262,38 mins,2262
7,94,21.3 mi,2857,48 mins,2857
7,95,11.4 mi,1740,29 mins,1740
7,96,18.8 mi,2453,41 mins,2453
7,97,18.3 mi,2711,45 mins,2711
7,98,30.6 mi,2731,46 mins,2731
7,99,17.7 mi,2431,41 mins,2431
7,100,0.8 mi,264,4 mins,264
7,101,11.6 mi,1845,31 mins,1845
7,102,10.9 mi,1943,32 mins,1943
7,103,22.7 mi,3034,51 mins,3034
7,104,15.7 mi,2275,38 mins,2275
7,105,5.6 mi,1642,27 mins,1642
7,106,20.8 mi,2711,45 mins,2711
7,107,16.6 mi,2795,47 mins,2795
7,108,9.4 mi,1433,24 mins,1433
7,109,1.9 mi,510,9 mins,510
7,110,9.7 mi,1991,33 mins,1991
8,1,2.1 mi,844,14 mins,844
8,2,5.6 mi,1211,20 mins,1211
8,3,14.6 mi,1909,32 mins,1909
8,4,6.7 mi,987,16 mins,987
8,5,4.3 mi,1011,17 mins,1011
8,6,5.8 mi,1319,22 mins,1319
8,7,6.0 mi,1334,22 mins,1334
8,8,5.4 mi,1153,19 mins,1153
8,9,5.0 mi,846,14 mins,846
8,10,16.7 mi,2412,40 mins,2412
8,11,33.6 mi,2732,46 mins,2732
8,12,9.9 mi,1461,24 mins,1461
8,13,15.1 mi,2134,36 mins,2134
8,14,24.6 mi,2684,45 mins,2684
8,15,2.3 mi,955,16 mins,955
8,16,6.6 mi,898,15 mins,898
8,17,14.4 mi,1526,25 mins,1526
8,18,0.7 mi,292,5 mins,292
8,19,9.1 mi,1181,20 mins,1181
8,20,6.0 mi,1137,19 mins,1137
8,21,7.0 mi,1125,19 mins,1125
8,22,16.0 mi,1801,30 mins,1801
8,23,10.0 mi,1350,23 mins,1350
8,24,3.2 mi,1130,19 mins,1130
8,25,9.6 mi,1708,28 mins,1708
8,26,6.2 mi,1369,23 mins,1369
8,27,10.9 mi,1961,33 mins,1961
8,28,4.1 mi,845,14 mins,845
8,29,6.7 mi,959,16 mins,959
8,30,12.7 mi,2356,39 mins,2356
8,31,16.0 mi,1852,31 mins,1852
8,32,2.3 mi,927,15 mins,927
8,33,11.9 mi,1998,33 mins,1998
8,34,0.8 mi,389,6 mins,389
8,35,12.2 mi,2197,37 mins,2197
8,36,3.4 mi,802,13 mins,802
8,37,24.5 mi,2226,37 mins,2226
8,38,12.4 mi,2238,37 mins,2238
8,39,14.5 mi,1951,33 mins,1951
8,40,19.2 mi,2095,35 mins,2095
8,41,29.1 mi,2535,42 mins,2535
8,42,16.1 mi,1736,29 mins,1736
8,43,28.5 mi,2498,42 mins,2498
8,44,5.7 mi,1234,21 mins,1234
8,45,10.8 mi,1875,31 mins,1875
8,46,3.0 mi,1150,19 mins,1150
8,47,2.5 mi,940,16 mins,940
8,48,9.1 mi,1369,23 mins,1369
8,49,6.2 mi,1164,19 mins,1164
8,50,6.0 mi,1059,18 mins,1059
8,51,4.0 mi,1254,21 mins,1254
8,52,0.6 mi,337,6 mins,337
8,53,11.2 mi,1596,27 mins,1596
8,54,14.0 mi,1783,30 mins,1783
8,55,5.8 mi,965,16 mins,965
8,56,15.1 mi,1701,28 mins,1701
8,57,8.4 mi,1131,19 mins,1131
8,58,3.5 mi,1258,21 mins,1258
8,59,45.4 mi,3391,57 mins,3391
8,60,25.8 mi,2910,49 mins,2910
8,61,27.0 mi,2818,47 mins,2818
8,62,5.5 mi,1035,17 mins,1035
8,63,11.0 mi,1807,30 mins,1807
8,64,6.0 mi,1100,18 mins,1100
8,65,10.7 mi,1502,25 mins,1502
8,66,8.0 mi,1197,20 mins,1197
8,67,3.7 mi,1273,21 mins,1273
8,68,15.1 mi,1875,31 mins,1875
8,69,5.8 mi,965,16 mins,965
8,70,6.2 mi,1453,24 mins,1453
8,71,13.0 mi,2412,40 mins,2412
8,72,11.6 mi,1493,25 mins,1493
8,73,4.3 mi,672,11 mins,672
8,74,18.1 mi,2113,35 mins,2113
8,75,0.5 mi,302,5 mins,302
8,76,12.2 mi,1792,30 mins,1792
8,77,12.9 mi,2364,39 mins,2364
8,78,7.8 mi,1003,17 mins,1003
8,79,12.9 mi,1511,25 mins,1511
8,80,9.8 mi,2192,37 mins,2192
8,81,5.7 mi,1059,18 mins,1059
8,82,14.0 mi,1783,30 mins,1783
8,83,5.4 mi,986,16 mins,986
8,84,12.9 mi,2370,40 mins,2370
8,85,1.1 mi,420,7 mins,420
8,86,20.1 mi,2346,39 mins,2346
8,87,15.2 mi,2163,36 mins,2163
8,88,12.8 mi,2036,34 mins,2036
8,89,32.6 mi,2720,45 mins,2720
8,90,7.2 mi,1034,17 mins,1034
8,91,5.7 mi,1001,17 mins,1001
8,92,16.8 mi,2414,40 mins,2414
8,93,11.2 mi,1635,27 mins,1635
8,94,11.7 mi,1690,28 mins,1690
8,95,6.2 mi,986,16 mins,986
8,96,3.5 mi,750,13 mins,750
8,97,3.1 mi,1007,17 mins,1007
8,98,30.8 mi,2563,43 mins,2563
8,99,5.9 mi,1136,19 mins,1136
8,100,17.0 mi,2386,40 mins,2386
8,101,5.2 mi,1022,17 mins,1022
8,102,11.9 mi,2058,34 mins,2058
8,103,7.5 mi,1331,22 mins,1331
8,104,26.2 mi,3106,52 mins,3106
8,105,11.7 mi,1989,33 mins,1989
8,106,11.2 mi,1545,26 mins,1545
8,107,4.3 mi,1085,18 mins,1085
8,108,10.4 mi,1551,26 mins,1551
8,109,15.4 mi,1979,33 mins,1979
8,110,7.2 mi,1539,26 mins,1539
9,1,12.6 mi,1891,32 mins,1891
9,2,4.6 mi,993,17 mins,993
9,3,14.1 mi,1967,33 mins,1967
9,4,14.4 mi,1623,27 mins,1623
9,5,12.5 mi,1645,27 mins,1645
9,6,8.6 mi,1655,28 mins,1655
9,7,4.8 mi,1100,18 mins,1100
9,8,7.7 mi,1364,23 mins,1364
9,9,11.9 mi,1447,24 mins,1447
9,10,16.2 mi,2469,41 mins,2469
9,11,37.5 mi,2947,49 mins,2947
9,12,7.5 mi,1264,21 mins,1264
9,13,14.7 mi,2191,37 mins,2191
9,14,9.3 mi,2082,35 mins,2082
9,15,10.9 mi,1939,32 mins,1939
9,16,7.8 mi,1191,20 mins,1191
9,17,5.9 mi,749,12 mins,749
9,18,9.0 mi,1202,20 mins,1202
9,19,7.9 mi,1004,17 mins,1004
9,20,7.5 mi,1216,20 mins,1216
9,21,14.6 mi,1792,30 mins,1792
9,22,7.9 mi,1138,19 mins,1138
9,23,9.7 mi,1338,22 mins,1338
9,24,11.7 mi,1858,31 mins,1858
9,25,3.5 mi,953,16 mins,953
9,26,5.0 mi,878,15 mins,878
9,27,3.8 mi,986,16 mins,986
9,28,10.1 mi,1354,23 mins,1354
9,29,14.1 mi,1640,27 mins,1640
9,30,8.6 mi,1924,32 mins,1924
9,31,3.4 mi,908,15 mins,908
9,32,18.7 mi,1931,32 mins,1931
9,33,8.7 mi,1531,26 mins,1531
9,34,11.3 mi,1435,24 mins,1435
9,35,9.4 mi,1742,29 mins,1742
9,36,10.8 mi,1484,25 mins,1484
9,37,23.6 mi,2168,36 mins,2168
9,38,8.9 mi,1693,28 mins,1693
9,39,14.1 mi,2008,33 mins,2008
9,40,11.1 mi,1432,24 mins,1432
9,41,20.8 mi,1845,31 mins,1845
9,42,7.7 mi,1093,18 mins,1093
9,43,20.1 mi,1807,30 mins,1807
9,44,8.4 mi,1599,27 mins,1599
9,45,9.4 mi,1696,28 mins,1696
9,46,11.8 mi,2114,35 mins,2114
9,47,11.1 mi,1969,33 mins,1969
9,48,15.1 mi,1878,31 mins,1878
9,49,5.6 mi,1243,21 mins,1243
9,50,6.3 mi,945,16 mins,945
9,51,6.1 mi,1064,18 mins,1064
9,52,9.9 mi,1383,23 mins,1383
9,53,5.5 mi,1093,18 mins,1093
9,54,13.5 mi,1840,31 mins,1840
9,55,14.0 mi,1579,26 mins,1579
9,56,15.1 mi,1650,28 mins,1650
9,57,3.7 mi,773,13 mins,773
9,58,8.3 mi,1722,29 mins,1722
9,59,37.6 mi,2664,44 mins,2664
9,60,17.7 mi,2248,37 mins,2248
9,61,19.2 mi,2074,35 mins,2074
9,62,5.5 mi,802,13 mins,802
9,63,8.4 mi,1565,26 mins,1565
9,64,7.3 mi,1141,19 mins,1141
9,65,14.1 mi,1708,28 mins,1708
9,66,9.5 mi,1237,21 mins,1237
9,67,17.0 mi,1890,32 mins,1890
9,68,3.8 mi,1022,17 mins,1022
9,69,14.0 mi,1579,26 mins,1579
9,70,9.0 mi,1817,30 mins,1817
9,71,7.9 mi,1751,29 mins,1751
9,72,1.1 mi,523,9 mins,523
9,73,11.7 mi,1353,23 mins,1353
9,74,4.3 mi,1318,22 mins,1318
9,75,9.9 mi,1397,23 mins,1397
9,76,11.7 mi,1859,31 mins,1859
9,77,8.0 mi,1800,30 mins,1800
9,78,1.8 mi,681,11 mins,681
9,79,13.6 mi,1555,26 mins,1555
9,80,5.5 mi,1655,28 mins,1655
9,81,7.1 mi,1069,18 mins,1069
9,82,13.5 mi,1840,31 mins,1840
9,83,12.3 mi,1587,26 mins,1587
9,84,8.3 mi,1822,30 mins,1822
9,85,8.7 mi,1181,20 mins,1181
9,86,19.7 mi,2403,40 mins,2403
9,87,14.7 mi,2220,37 mins,2220
9,88,3.9 mi,1105,18 mins,1105
9,89,24.1 mi,1997,33 mins,1997
9,90,2.1 mi,961,16 mins,961
9,91,13.9 mi,1590,27 mins,1590
9,92,22.5 mi,2334,39 mins,2334
9,93,1.4 mi,479,8 mins,479
9,94,6.4 mi,1046,17 mins,1046
9,95,8.2 mi,1362,23 mins,1362
9,96,10.2 mi,1423,24 mins,1423
9,97,11.0 mi,1760,29 mins,1760
9,98,22.5 mi,1873,31 mins,1873
9,99,7.7 mi,1219,20 mins,1219
9,100,16.5 mi,2443,41 mins,2443
9,101,7.9 mi,1360,23 mins,1360
9,102,8.4 mi,1513,25 mins,1513
9,103,15.0 mi,1933,32 mins,1933
9,104,18.1 mi,2444,41 mins,2444
9,105,8.5 mi,1522,25 mins,1522
9,106,5.2 mi,1014,17 mins,1014
9,107,11.7 mi,1766,29 mins,1766
9,108,7.0 mi,1079,18 mins,1079
9,109,15.0 mi,2036,34 mins,2036
9,110,8.9 mi,1726,29 mins,1726
10,1,20.9 mi,1902,32 mins,1902
10,2,13.6 mi,1562,26 mins,1562
10,3,23.2 mi,2535,42 mins,2535
10,4,17.6 mi,1642,27 mins,1642
10,5,18.3 mi,1875,31 mins,1875
10,6,17.6 mi,2224,37 mins,2224
10,7,14.2 mi,1604,27 mins,1604
10,8,16.7 mi,1932,32 mins,1932
10,9,17.4 mi,1646,27 mins,1646
10,10,25.1 mi,2400,40 mins,2400
10,11,39.9 mi,2947,49 mins,2947
10,12,16.5 mi,1832,31 mins,1832
10,13,21.7 mi,2489,41 mins,2489
10,14,17.0 mi,1808,30 mins,1808
10,15,21.2 mi,1998,33 mins,1998
10,16,16.8 mi,1760,29 mins,1760
10,17,4.1 mi,544,9 mins,544
10,18,18.1 mi,1771,30 mins,1771
10,19,17.0 mi,1573,26 mins,1573
10,20,13.8 mi,1498,25 mins,1498
10,21,16.7 mi,1751,29 mins,1751
10,22,11.1 mi,1246,21 mins,1246
10,23,18.8 mi,1907,32 mins,1907
10,24,19.4 mi,1904,32 mins,1904
10,25,13.1 mi,1455,24 mins,1455
10,26,14.1 mi,1447,24 mins,1447
10,27,11.0 mi,1425,24 mins,1425
10,28,16.0 mi,1617,27 mins,1617
10,29,18.1 mi,1827,30 mins,1827
10,30,13.3 mi,1845,31 mins,1845
10,31,8.9 mi,1081,18 mins,1081
10,32,20.9 mi,1890,32 mins,1890
10,33,13.8 mi,1912,32 mins,1912
10,34,17.5 mi,1718,29 mins,1718
10,35,13.5 mi,1838,31 mins,1838
10,36,17.5 mi,1714,29 mins,1714
10,37,26.3 mi,2143,36 mins,2143
10,38,13.2 mi,1831,31 mins,1831
10,39,23.1 mi,2577,43 mins,2577
10,40,6.5 mi,1082,18 mins,1082
10,41,12.2 mi,1145,19 mins,1145
10,42,3.8 mi,603,10 mins,603
10,43,11.5 mi,1108,18 mins,1108
10,44,17.4 mi,2167,36 mins,2167
10,45,18.5 mi,2265,38 mins,2265
10,46,20.4 mi,2058,34 mins,2058
10,47,21.3 mi,1997,33 mins,1997
10,48,18.3 mi,1896,32 mins,1896
10,49,13.8 mi,1499,25 mins,1499
10,50,12.5 mi,1228,20 mins,1228
10,51,15.1 mi,1632,27 mins,1632
10,52,17.8 mi,1822,30 mins,1822
10,53,14.5 mi,1662,28 mins,1662
10,54,22.6 mi,2409,40 mins,2409
10,55,16.1 mi,1538,26 mins,1538
10,56,17.5 mi,1652,28 mins,1652
10,57,12.7 mi,1342,22 mins,1342
10,58,23.4 mi,2230,37 mins,2230
10,59,28.4 mi,2001,33 mins,2001
10,60,18.1 mi,2018,34 mins,2018
10,61,19.7 mi,1861,31 mins,1861
10,62,14.6 mi,1371,23 mins,1371
10,63,14.2 mi,2029,34 mins,2029
10,64,13.5 mi,1424,24 mins,1424
10,65,15.1 mi,1581,26 mins,1581
10,66,11.9 mi,1240,21 mins,1240
10,67,19.1 mi,1849,31 mins,1849
10,68,7.9 mi,1104,18 mins,1104
10,69,16.1 mi,1538,26 mins,1538
10,70,18.0 mi,2386,40 mins,2386
10,71,12.7 mi,1672,28 mins,1672
10,72,7.7 mi,993,17 mins,993
10,73,17.3 mi,1660,28 mins,1660
10,74,11.0 mi,1342,22 mins,1342
10,75,17.6 mi,1749,29 mins,1749
10,76,15.5 mi,2415,40 mins,2415
10,77,12.8 mi,1722,29 mins,1722
10,78,13.5 mi,1218,20 mins,1218
10,79,14.6 mi,1429,24 mins,1429
10,80,12.9 mi,1863,31 mins,1863
10,81,13.3 mi,1351,23 mins,1351
10,82,22.6 mi,2409,40 mins,2409
10,83,17.9 mi,1739,29 mins,1739
10,84,13.0 mi,1743,29 mins,1743
10,85,17.7 mi,1750,29 mins,1750
10,86,23.7 mi,2163,36 mins,2163
10,87,21.8 mi,2498,42 mins,2498
10,88,11.0 mi,1416,24 mins,1416
10,89,19.6 mi,1521,25 mins,1521
10,90,13.2 mi,1279,21 mins,1279
10,91,16.1 mi,1549,26 mins,1549
10,92,23.0 mi,2120,35 mins,2120
10,93,7.9 mi,1127,19 mins,1127
10,94,5.9 mi,873,15 mins,873
10,95,17.2 mi,1931,32 mins,1931
10,96,16.4 mi,1706,28 mins,1706
10,97,19.9 mi,2031,34 mins,2031
10,98,13.9 mi,1173,20 mins,1173
10,99,13.9 mi,1502,25 mins,1502
10,100,24.8 mi,2320,39 mins,2320
10,101,17.0 mi,1929,32 mins,1929
10,102,13.7 mi,2038,34 mins,2038
10,103,18.3 mi,1952,33 mins,1952
10,104,14.5 mi,2180,36 mins,2180
10,105,13.8 mi,1950,33 mins,1950
10,106,6.6 mi,928,15 mins,928
10,107,19.1 mi,1746,29 mins,1746
10,108,16.0 mi,1648,27 mins,1648
10,109,26.7 mi,2502,42 mins,2502
10,110,17.9 mi,2295,38 mins,2295
11,1,4.9 mi,700,12 mins,700
11,2,10.5 mi,1661,28 mins,1661
11,3,19.5 mi,2360,39 mins,2360
11,4,1.4 mi,564,9 mins,564
11,5,2.4 mi,673,11 mins,673
11,6,10.7 mi,1770,30 mins,1770
11,7,9.8 mi,1569,26 mins,1569
11,8,9.1 mi,1638,27 mins,1638
11,9,1.9 mi,522,9 mins,522
11,10,21.5 mi,2863,48 mins,2863
11,11,29.0 mi,2441,41 mins,2441
11,12,14.8 mi,1911,32 mins,1911
11,13,20.0 mi,2584,43 mins,2584
11,14,26.4 mi,2891,48 mins,2891
11,15,5.3 mi,796,13 mins,796
11,16,11.5 mi,1349,22 mins,1349
11,17,13.0 mi,1460,24 mins,1460
11,18,6.1 mi,1022,17 mins,1022
11,19,14.0 mi,1632,27 mins,1632
11,20,7.8 mi,1358,23 mins,1358
11,21,0.7 mi,294,5 mins,294
11,22,17.9 mi,2008,33 mins,2008
11,23,14.9 mi,1800,30 mins,1800
11,24,3.5 mi,703,12 mins,703
11,25,14.1 mi,2003,33 mins,2003
11,26,12.8 mi,1643,27 mins,1643
11,27,12.6 mi,2182,36 mins,2182
11,28,5.2 mi,1009,17 mins,1009
11,29,1.1 mi,512,9 mins,512
11,30,17.4 mi,2625,44 mins,2625
11,31,17.6 mi,2009,33 mins,2009
11,32,4.9 mi,688,11 mins,688
11,33,16.2 mi,2254,38 mins,2254
11,34,5.8 mi,930,16 mins,930
11,35,16.9 mi,2466,41 mins,2466
11,36,2.9 mi,755,13 mins,755
11,37,20.5 mi,1871,31 mins,1871
11,38,16.5 mi,2417,40 mins,2417
11,39,19.4 mi,2402,40 mins,2402
11,40,21.0 mi,2302,38 mins,2302
11,41,26.8 mi,2408,40 mins,2408
11,42,16.8 mi,1760,29 mins,1760
11,43,26.1 mi,2371,40 mins,2371
11,44,9.5 mi,1565,26 mins,1565
11,45,15.7 mi,2325,39 mins,2325
11,46,4.4 mi,857,14 mins,857
11,47,5.3 mi,796,13 mins,796
11,48,3.1 mi,1078,18 mins,1078
11,49,8.0 mi,1385,23 mins,1385
11,50,7.7 mi,1281,21 mins,1281
11,51,9.6 mi,1633,27 mins,1633
11,52,6.0 mi,1034,17 mins,1034
11,53,13.0 mi,1817,30 mins,1817
11,54,18.9 mi,2233,37 mins,2233
11,55,469 ft,81,1 min,81
11,56,13.5 mi,1540,26 mins,1540
11,57,10.2 mi,1352,23 mins,1352
11,58,7.4 mi,1029,17 mins,1029
11,59,43.0 mi,3264,54 mins,3264
11,60,27.7 mi,3117,52 mins,3117
11,61,29.2 mi,2944,49 mins,2944
11,62,10.4 mi,1486,25 mins,1486
11,63,15.8 mi,2257,38 mins,2257
11,64,7.7 mi,1321,22 mins,1321
11,65,7.4 mi,1283,21 mins,1283
11,66,6.1 mi,1074,18 mins,1074
11,67,3.2 mi,647,11 mins,647
11,68,16.7 mi,2032,34 mins,2032
11,69,469 ft,81,1 min,81
11,70,10.1 mi,1803,30 mins,1803
11,71,21.4 mi,2600,43 mins,2600
11,72,13.9 mi,1721,29 mins,1721
11,73,1.9 mi,480,8 mins,480
11,74,19.7 mi,2270,38 mins,2270
11,75,5.9 mi,961,16 mins,961
11,76,17.0 mi,2243,37 mins,2243
11,77,21.5 mi,2649,44 mins,2649
11,78,9.6 mi,1224,20 mins,1224
11,79,10.6 mi,1399,23 mins,1399
11,80,16.1 mi,2390,40 mins,2390
11,81,7.5 mi,1281,21 mins,1281
11,82,18.9 mi,2233,37 mins,2233
11,83,1.9 mi,538,9 mins,538
11,84,21.7 mi,2671,45 mins,2671
11,85,6.5 mi,1150,19 mins,1150
11,86,25.0 mi,2797,47 mins,2797
11,87,20.1 mi,2613,44 mins,2613
11,88,14.6 mi,2257,38 mins,2257
11,89,30.3 mi,2593,43 mins,2593
11,90,9.0 mi,1256,21 mins,1256
11,91,0.5 mi,320,5 mins,320
11,92,21.7 mi,2865,48 mins,2865
11,93,15.4 mi,1872,31 mins,1872
11,94,12.9 mi,1547,26 mins,1547
11,95,11.1 mi,1437,24 mins,1437
11,96,4.0 mi,905,15 mins,905
11,97,4.0 mi,829,14 mins,829
11,98,28.5 mi,2436,41 mins,2436
11,99,7.7 mi,1357,23 mins,1357
11,100,21.8 mi,2837,47 mins,2837
11,101,10.1 mi,1473,25 mins,1473
11,102,16.0 mi,2236,37 mins,2236
11,103,2.1 mi,852,14 mins,852
11,104,28.1 mi,3313,55 mins,3313
11,105,16.1 mi,2246,37 mins,2246
11,106,10.6 mi,1518,25 mins,1518
11,107,3.1 mi,545,9 mins,545
11,108,14.6 mi,1802,30 mins,1802
11,109,20.3 mi,2430,41 mins,2430
11,110,10.3 mi,1836,31 mins,1836
12,1,16.6 mi,2073,35 mins,2073
12,2,10.8 mi,1437,24 mins,1437
12,3,17.5 mi,2288,38 mins,2288
12,4,18.4 mi,1806,30 mins,1806
12,5,16.5 mi,1827,30 mins,1827
12,6,14.7 mi,2099,35 mins,2099
12,7,12.0 mi,1504,25 mins,1504
12,8,13.9 mi,1808,30 mins,1808
12,9,16.0 mi,1630,27 mins,1630
12,10,17.5 mi,1937,32 mins,1937
12,11,40.8 mi,3117,52 mins,3117
12,12,13.7 mi,1708,28 mins,1708
12,13,14.1 mi,2026,34 mins,2026
12,14,9.5 mi,1345,22 mins,1345
12,15,22.3 mi,2209,37 mins,2209
12,16,14.0 mi,1635,27 mins,1635
12,17,9.9 mi,1080,18 mins,1080
12,18,15.2 mi,1647,27 mins,1647
12,19,14.1 mi,1449,24 mins,1449
12,20,11.6 mi,1398,23 mins,1398
12,21,17.9 mi,1962,33 mins,1962
12,22,1.3 mi,407,7 mins,407
12,23,15.9 mi,1782,30 mins,1782
12,24,15.8 mi,2040,34 mins,2040
12,25,10.2 mi,1330,22 mins,1330
12,26,11.2 mi,1322,22 mins,1322
12,27,9.9 mi,1436,24 mins,1436
12,28,14.1 mi,1536,26 mins,1536
12,29,18.1 mi,1823,30 mins,1823
12,30,9.7 mi,1892,32 mins,1892
12,31,4.2 mi,978,16 mins,978
12,32,22.0 mi,2101,35 mins,2101
12,33,10.2 mi,1958,33 mins,1958
12,34,15.3 mi,1618,27 mins,1618
12,35,9.8 mi,1884,31 mins,1884
12,36,14.8 mi,1666,28 mins,1666
12,37,26.9 mi,2338,39 mins,2338
12,38,9.4 mi,1862,31 mins,1862
12,39,14.7 mi,2251,38 mins,2251
12,40,2.9 mi,847,14 mins,847
12,41,13.9 mi,1320,22 mins,1320
12,42,4.1 mi,1157,19 mins,1157
12,43,13.2 mi,1282,21 mins,1282
12,44,14.6 mi,2043,34 mins,2043
12,45,15.6 mi,2140,36 mins,2140
12,46,15.8 mi,2296,38 mins,2296
12,47,17.0 mi,2169,36 mins,2169
12,48,19.1 mi,2060,34 mins,2060
12,49,11.6 mi,1399,23 mins,1399
12,50,10.3 mi,1128,19 mins,1128
12,51,12.3 mi,1508,25 mins,1508
12,52,15.6 mi,1722,29 mins,1722
12,53,11.6 mi,1538,26 mins,1538
12,54,19.7 mi,2284,38 mins,2284
12,55,17.2 mi,1749,29 mins,1749
12,56,18.4 mi,1820,30 mins,1820
12,57,9.9 mi,1217,20 mins,1217
12,58,14.5 mi,2166,36 mins,2166
12,59,30.1 mi,2176,36 mins,2176
12,60,10.7 mi,1571,26 mins,1571
12,61,12.2 mi,1398,23 mins,1398
12,62,11.7 mi,1246,21 mins,1246
12,63,10.4 mi,2060,34 mins,2060
